2004-03-01,4.519,,,4.198,0.040032373960208756,,,0.046635319683261525,MHD,,,CGO,Medusa|ADS||,,,Medusa|ADS|
2004-04-01,4.5145,,,4.213166666666667,0.038286281257423005,,,0.05684568408812533,MHD,,,CGO,Medusa|ADS||,,,Medusa|ADS|Archive
2004-05-01,4.535,,,4.23,0.045401205933873603,,,0.047149652395325245,MHD,,,CGO,Medusa|ADS||,,,Medusa|ADS|
2004-06-01,4.5215,,,4.218500000000001,0.03327174269560433,,,0.04753229249424074,MHD,,,CGO,Medusa|ADS||,,,Medusa|ADS|Archive
2004-07-01,4.5055,,,4.242,0.04000422870550687,,,0.04487448593978542,MHD,,,CGO,Medusa|ADS||,,,Medusa|ADS|
2004-08-01,4.512499999999999,,,4.2575,0.049464689568039344,,,0.04950914463573876,MHD,,,CGO,Medusa|ADS||,,,Medusa|ADS|
2004-09-01,4.502000000000001,,,4.266,0.03739993842187444,,,0.04859521579785401,MHD,,,CGO,Medusa|ADS||,,,Medusa|ADS|
2004-10-01,4.513,,,4.2705,0.04506882869285082,,,0.050459937355515024,MHD|THD,,,CGO,Medusa|ADS||Archive,,,Medusa|ADS|
2004-11-01,4.4879999999999995,,,4.266500000000001,0.046676313506531335,,,0.04491741178432368,MHD,,,CGO,Medusa|ADS||,,,Medusa|ADS|
2004-12-01,4.5120000000000005,,,4.253616666666666,0.04355940865714318,,,0.05192956610473996,MHD,,,CGO,Medusa|ADS||,,,Medusa|ADS|Archive
2005-01-01,4.485,,,4.245,0.031574206407287586,,,0.05228948519779097,MHD,,,CGO,Medusa|||,,,Medusa||
2005-02-01,4.489,,,4.2371,0.03400873751390957,,,0.04731260427645999,MHD,,,CGO,Medusa|||,,,Medusa||Archive
2005-03-01,4.4980670731707315,,,4.259,0.04176861906360003,,,0.05513067755515072,MHD|THD,,,CGO,Medusa||Medusa|Archive,,,Medusa||
2005-04-01,4.5105,,,4.265,0.03365147609723086,,,0.05419720712592116,MHD|THD,,,CGO,Medusa||Medusa|,,,Medusa||
2005-05-01,4.509600000000001,4.454,,4.249,0.035415332696988745,0.034753514424299595,,0.053233621692404136,MHD|THD,RPB,,CGO,Medusa||Medusa|Archive,Medusa,,Medusa||
2005-06-01,4.5005,4.435,,4.262475,0.03201180578509279,0.04521818185475838,,0.05364498239251091,MHD|THD,RPB,,CGO,Medusa||Medusa|,Medusa,,Medusa||Archive
2005-07-01,4.489000000000001,4.443,,4.268,0.03238200468300257,0.04796871067696108,,0.0513888177112492,MHD|THD,RPB,,CGO,Medusa||Medusa|,Medusa,,Medusa||
2005-08-01,4.4745,4.426,,4.282,0.03274814602572946,0.049781617201935094,,0.05894933281013451,MHD|THD,RPB,,CGO,Medusa||Medusa|,Medusa,,Medusa||
2005-09-01,4.4879999999999995,4.418,,4.298,0.034419155169178685,0.046096650710870525,,0.05143502839466505,MHD|THD,RPB,,CGO,Medusa||Medusa|,Medusa,,Medusa||
2005-10-01,4.4835,4.407,,4.281700000000001,0.03482358064447853,0.04068299755438382,,0.05161972816584856,MHD|THD,RPB,,CGO,Medusa||Medusa|,Medusa,,Medusa||Archive
2005-11-01,4.4895,4.429,,4.291,0.03737214515548311,0.04886410336934466,,0.052358862398738194,MHD|THD,RPB,,CGO,Medusa||Medusa|,Medusa,,Medusa||
2005-12-01,4.49,4.469,,4.25,0.03780225190382182,0.034789101150935184,,0.049497228457763165,MHD|THD,RPB,,CGO,Medusa||Medusa|,Medusa,,Medusa||
2006-01-01,4.500500000000001,4.483,,4.238,0.037396600241499225,0.030783093957722964,,0.046702165983602946,MHD|THD,RPB,,CGO,Medusa||Medusa|,Medusa,,Medusa||
2006-02-01,4.523108152173913,4.463,,4.232433333333333,0.045161935727546745,0.03231548611440032,,0.04379432255262737,MHD|THD,RPB,,CGO,Medusa||Medusa|Archive,Medusa,,Medusa||Archive
2006-03-01,4.507,4.431,,4.249,0.03487962551418808,0.03143291651899327,,0.04672064295886776,MHD|THD,RPB,,CGO,Medusa||Medusa|,Medusa,,Medusa||
2006-04-01,4.5055,4.443,,4.246,0.031628125368451734,0.03389686127077255,,0.04949088058258814,MHD|THD,RPB,,CGO,Medusa||Medusa|,Medusa,,Medusa||
2006-05-01,4.494,4.426,4.264,4.253,0.03526577243787522,0.028340949370830894,0.036016379038431946,0.046727371918501896,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2006-06-01,4.491,4.427,4.299,4.261,0.03525870541710231,0.02985587217299136,0.02950798374152324,0.05137807584261988,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2006-07-01,4.4755,4.425,4.299,4.261,0.033564960205882864,0.026192475183724046,0.02950798374152324,0.05702373784039415,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2006-08-01,4.439,4.392,4.282,4.268,0.03306569659465834,0.04880231436479217,0.028688392056021545,0.053261717825845614,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2006-09-01,4.426,4.383,4.285,4.28,0.03723183330484815,0.039751800457463564,0.024402849224014804,0.057997475945078855,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2006-10-01,4.437,4.398,4.277,4.2666699999999995,0.03265366835150379,0.03717043246937006,0.027914737312215568,0.05611684866166097,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||Archive
2006-11-01,4.4495000000000005,4.419,4.282,4.265,0.032281046282958366,0.03551147142670943,0.02718499289608147,0.04952107894876685,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2006-12-01,4.4545,4.436,4.28,4.257775,0.03475469930703616,0.032246674170214824,0.031854469325355274,0.05194689548574637,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||Archive
2007-01-01,4.448,4.416,4.266,4.256,0.031875840019676346,0.030603505116897967,0.035163830827143965,0.05418412387997059,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2007-02-01,4.447,4.425,4.299,4.238,0.03432061637572961,0.035525283338067835,0.031901741402155466,0.05604544858915842,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2007-03-01,4.440689204545455,4.423,4.29,4.23,0.04844111062056437,0.028332288245215918,0.03027031233733805,0.06846049752229384,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|Archive,Medusa,Medusa,Medusa||
2007-04-01,4.47,4.41,4.276,4.237,0.03396243278977523,0.02756075777260125,0.031033440257889556,0.04762284750841764,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2007-05-01,4.4535,4.42,4.267,4.245150000000001,0.03310172827818058,0.030614180309131257,0.0318222056685265,0.04906010405289644,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||Archive
2007-06-01,4.452999999999999,4.417,4.246,4.242,0.03772124168701237,0.024834207207197093,0.03095718431705313,0.052284983392557376,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2007-07-01,4.439,,4.258,4.243,0.04387015262442108,,0.03098764476948837,0.05228648368373992,MHD|THD,,SMO,CGO,Medusa||Medusa|,,Medusa,Medusa||
2007-08-01,4.4365000000000006,4.371,4.257,4.247,0.034712101943018374,0.044195738505991726,0.03514365783480712,0.04949246706732247,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2007-09-01,4.4195,4.352,4.263,4.2415,0.041150896889648715,0.043257355732406945,0.02941125456028695,0.05963795820115324,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||Archive
2007-10-01,4.3895,4.342,4.259,4.219,0.03335430950450781,0.036188275785950345,0.03099018566723988,0.06077105625945628,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2007-11-01,4.418,4.36,4.258,4.2482,0.033836388796087566,0.03287076975064624,0.031799907678482335,0.05276071254169716,THD,RPB,SMO,CGO,||Medusa|,Medusa,Medusa,Medusa||Archive
2007-12-01,4.421,4.362,4.251,4.239,0.026877341871732775,0.0328756755605113,0.03772443251382319,0.04947978422840989,THD,RPB,SMO,CGO,||Medusa|,Medusa,Medusa,Medusa||
2008-01-01,4.422499999999999,4.366,4.275,4.222,0.031810167880137005,0.02671058903206741,0.0360404814930378,0.05131851031703863,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
